Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Cargo Metric TONS
201304,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,412.8435864
201608,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,109.9399392
201301,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,161.3378088
201202,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,55.8195624
200708,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Mail,Passenger,0.2181816
201908,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,13.2981912
201806,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Cargo,Passenger,117.0383256
200810,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Express,Passenger,2.2516704
201010,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,34.6228344
200612,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,199.6765344
201511,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Enplaned,Cargo,Freighter,1467.156953
201307,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,616.2328368
200902,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,0.959364
201506,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,41.4662976
201705,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,528.1700256
202002,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,271.1897496
201101,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,73.7667
201112,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,59.2256448
201808,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Express,Passenger,0.1301832
201112,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,783.5631552
200611,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Freighter,707.879088
201908,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,52.1363304
201711,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Cargo,Passenger,1.8919656
202005,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,3.5154
201101,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Combi,3.4373808
200712,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,112.3308648
201107,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Mail,Passenger,0.9267048
201306,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Cargo,Passenger,16.2620136
201805,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,414.6557184
201706,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,22.6954224
200511,Southern Air,9S,Southern Air,9S,Domestic,US,Deplaned,Cargo,Freighter,41.9162688
200902,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,48.6517752
201508,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,23.5835712
201912,French Bee,BF,French Bee,BF,International,Europe,Enplaned,Cargo,Passenger,6.4642536
201207,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,4.3926624
201001,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,8.6519664
201808,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,12.6835632
201710,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Cargo,Passenger,4578.965446
201501,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Cargo,Passenger,1882.79789
201802,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Express,Passenger,4.5659376
201409,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,55.5333408
201406,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,894.2288544
201303,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Deplaned,Express,Freighter,41.529348
201410,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Cargo,Passenger,24.7683744
201201,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,14.0928984
201208,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,57.5078616
200807,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Express,Passenger,787.4945064
200708,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,354.9655872
201404,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,1011.041287
201902,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,0.5892264
200706,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,100.730952
201907,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Mail,Passenger,15.424668
201103,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,1838.048436
201704,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,63.4867632
200803,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,256.9829976
200808,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,227.2790016
201801,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,8.6392656
201810,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Cargo,Passenger,136.2736872
201311,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Cargo,Passenger,396.716292
201803,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,205.4744496
200908,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,10.3112352
201207,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Express,Passenger,394.339428
200904,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,507.3162192
201910,Finnair,AY,Finnair,AY,International,Europe,Enplaned,Cargo,Passenger,13.6705968
201804,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Express,Passenger,2.7710424
200806,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,104.2876296
201406,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,9.9456336
200912,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Cargo,Passenger,32.645592
202011,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Mail,Passenger,140.4903528
200507,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Mail,Passenger,0.161028
200707,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Express,Passenger,897.0125976
201905,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,6.8919984
201108,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,574.2503424
201903,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,11.6012736
201803,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Express,Passenger,2.683044
201209,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Passenger,0.1401624
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Express,Passenger,0.344736
201504,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,92.7312624
200703,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,432.14472
200711,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,16.2806112
201705,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Express,Passenger,0.024948
200901,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Mail,Passenger,80.6782032
201910,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Cargo,Passenger,522.556272
200603,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,513.6053832
200610,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,355.8623544
201804,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,340.1981856
201908,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,432.4536216
201112,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,227.3211864
202012,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,88.263756
201704,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,18.522756
201502,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,161.3350872
201411,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Cargo,Passenger,143.323992
200611,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,1118.704608
201002,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Express,Passenger,9.589104
201110,Air Berlin,AB,Air Berlin,AB,International,Europe,Enplaned,Cargo,Passenger,8.4682584
201904,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Mail,Passenger,0.2476656
202009,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Cargo,Passenger,919.2072456
201504,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,227.2803624
201403,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,239.9448744
201908,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,450.4647168
201806,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,61.7726088
201710,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Cargo,Passenger,357.8808744
201508,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,4.1205024
201110,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,439.4576592
201306,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,20.7399528
201707,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Express,Passenger,0.5837832
200609,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,12.4095888
201510,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Deplaned,Cargo,Freighter,2905.50078
201802,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,62.0170992
201305,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,245.6502552
200707,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Express,Passenger,12.3556104
201705,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Cargo,Passenger,4144.493758
201212,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Mail,Passenger,42.057792
200801,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Mail,Passenger,70.5701808
202007,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,25.8465816
200705,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,169.1488008
201411,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Cargo,Passenger,716.420376
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,7.0457688
202006,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,124.7862672
201906,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,58.0172544
201205,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Cargo,Passenger,200.9824488
201209,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,58.099356
200910,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,8.6306472
200805,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Freighter,23.2215984
201706,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Cargo,Passenger,53.1555696
201812,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Express,Passenger,2.0044584
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Express,Passenger,454.3774704
201702,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Passenger,23.3858016
201211,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,241.476228
200604,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,200.5451784
201609,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,100.9545768
200704,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Express,Passenger,286.4161944
201806,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,22.6536912
201104,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,40.3753896
201803,Kalitta Air,K4,Kalitta Air,K4,International,Asia,Deplaned,Cargo,Freighter,126.9091152
202007,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,303.5736144
200707,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,3475.075867
201308,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,194.9994648
201708,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Mail,Passenger,8.9953416
200704,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,75.1157064
201110,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,127.3627152
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,240.8679504
201701,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,792.6814224
201606,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,131.1588936
201001,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,402.6648024
200906,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,165.0069792
201708,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Cargo,Passenger,331.3675008
200709,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Cargo,Freighter,234.2422152
200903,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Cargo,Passenger,62.7315192
201812,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,204.691536
200604,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,15.1039728
201612,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Cargo,Passenger,3.263652
200507,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,6.8475456
201605,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,10.8968328
201011,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Combi,543.2780808
200805,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,519.546636
202004,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,1.8910584
201112,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,374.1682896
201204,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,40.72194
201911,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,699.1581744
200704,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,227.6999424
200910,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,714.1460256
201309,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Cargo,Freighter,47.2315536
200907,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,4.2470568
201106,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Freighter,349.2983088
200811,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Freighter,226.126404
200807,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,809.8683264
201012,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,1244.792707
202009,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Cargo,Passenger,1.8026064
201404,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,10.2599784
201102,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,159.018552
200706,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,47.4583536
200508,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,200.4195312
201208,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Express,Passenger,35.0868672
200703,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,3.3761448
201901,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Cargo,Passenger,110.2198104
201902,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,1.5045912
201211,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,19.457172
201111,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,10.2509064
202008,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,1.0732176
201312,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,0.8364384
200907,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,1357.183901
200902,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,6.586272
201003,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,113.1169536
201109,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,798.7569408
200801,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,54.9840312
201203,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,116.173764
201311,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,1454.357722
201008,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,1961.228052
201209,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Combi,83.5195536
202012,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Express,Passenger,1.99584
201308,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,552.4952328
200811,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,57.7169712
201908,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,293.1553296
200910,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,14.388192
200703,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Express,Passenger,0.0009072
201403,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Enplaned,Cargo,Freighter,111.7434528
200701,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Mail,Passenger,22.516704
201404,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,8.7767064
201301,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,192.5182728
201806,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Mail,Passenger,156.0560904
201107,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,1454.454338
201702,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,268.5579624
201304,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,14.3487288
200811,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,128.2953168
201404,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,56.5171992
201806,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,366.1227864
201709,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,0.0326592
201303,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Cargo,Passenger,78.0650136
201408,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Cargo,Passenger,113.159592
200605,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,36.7474968
201401,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Cargo,Passenger,83.8520424
201110,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,29.4540624
200902,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,4.5908856
200611,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,16.2243648
201211,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,530.8235856
201902,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,31.2385248
200702,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,385.0424424
202011,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Cargo,Passenger,67.26888
201707,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,105.276024
201009,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,2.1106008
201705,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,85.6727928
202002,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,0.0049896
201606,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,115.1880912
201010,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,168.7351176
201812,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,272.032992
201710,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Cargo,Passenger,230.9046264
201403,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,318.26844
202007,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,3.27726
201509,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,22.7135664
201311,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Cargo,Passenger,212.1019992
201209,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Cargo,Passenger,93.4806096
200511,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Cargo,Passenger,15.8945976
200803,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Express,Passenger,7.8908256
201803,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,0.0095256
201910,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Mail,Passenger,13.5408672
201304,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,0.3157056
201304,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,514.9385136
201103,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Cargo,Passenger,21.9483432
202006,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,272.39814
201510,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,191.0481552
200609,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Express,Passenger,0.9121896
201510,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,838.976292
201410,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,21.985992
201408,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Cargo,Passenger,441.5405904
200609,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Cargo,Passenger,4.7936448
200905,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,252.2455992
201303,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,469.1026872
201008,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,242.3589336
201507,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,56.8932336
201412,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Cargo,Passenger,169.4137032
201303,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,752.7364992
200609,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,0.18144
